valuation_date,open,high,close,low,pre_close,return,psa,K_9_3,D_9_3,J_9_3,BBU_20_1.5,BBM_20_1.5,BBL_20_1.5,MACD,MACD_h,MACD_s,RSI,ma_5,ma_15,ma_30,ma_45,ma_60,ma_90,ma_120,volume_sum,volume_difference,hs300_volume_std,zz2000_volume_std,relative_volume_std,hs300_return_std,zz2000_return_std,relative_return_std,FinanceDifference,Finance,momentum_5,momentum_15,momentum_30,momentum_45,momentum_60,momentum_90,momentum_120
2024-11-08,1698.0744999999997,1728.4191000000005,1621.9242999999997,1579.9115000000002,1672.6462000000001,-0.030324344741882926,1488.6976197631998,55.35430065377134,47.65969906668752,70.74350382793898,1778.0856822637302,1665.567655,1553.04962773627,-10.431288675383485,-5.985494929199522,-4.445793746183963,47.75227040875141,1635.0832400000002,1636.7791399999999,1689.2686500000002,1623.403082222222,1610.589655,1622.3521588888889,1619.9820691666669,1269141060886.0,107752058658.0,245671807041.3028,166741268628.67007,1.4733713438897342,0.025871675376617775,0.03271507417524548,0.7908181787401876,-0.4643409903268063,1.000776390371972,1635.0832400000002,1636.7791399999999,1689.2686500000002,1623.403082222222,1610.589655,1622.3521588888889,1619.9820691666669
