valuation_date,open,high,close,low,pre_close,return,psa,K_9_3,D_9_3,J_9_3,BBU_20_1.5,BBM_20_1.5,BBL_20_1.5,MACD,MACD_h,MACD_s,RSI,ma_5,ma_15,ma_30,ma_45,ma_60,ma_90,ma_120,volume_sum,volume_difference,hs300_volume_std,zz2000_volume_std,relative_volume_std,hs300_return_std,zz2000_return_std,relative_return_std,FinanceDifference,Finance,momentum_5,momentum_15,momentum_30,momentum_45,momentum_60,momentum_90,momentum_120
2023-11-06,1249.6989999999996,1277.1699999999996,1228.6714000000002,1196.6934,1236.8242,-0.006591720957594332,1174.7664276799999,42.05544757027539,38.450266313807454,49.265810083211264,1322.4614348438733,1267.18864,1211.9158451561268,-38.20918715478979,1.817280870554626,-40.026468025344414,35.10848882041116,1233.18994,1252.8545066666668,1306.2433300000002,1345.07758,1381.278065,1397.3319422222223,1411.1145208333335,535646789639.0,-26714893419.0,30785786761.5187,27404586733.852547,1.1233808070343714,0.00841106004550667,0.011894897377519337,0.7071149736359292,-0.6549827477294534,0.7632808438408192,1233.18994,1252.8545066666668,1306.2433300000002,1345.07758,1381.278065,1397.3319422222223,1411.1145208333335
