valuation_date,open,high,close,low,pre_close,return,psa,K_9_3,D_9_3,J_9_3,BBU_20_1.5,BBM_20_1.5,BBL_20_1.5,MACD,MACD_h,MACD_s,RSI,ma_5,ma_15,ma_30,ma_45,ma_60,ma_90,ma_120,volume_sum,volume_difference,hs300_volume_std,zz2000_volume_std,relative_volume_std,hs300_return_std,zz2000_return_std,relative_return_std,FinanceDifference,Finance,momentum_5,momentum_15,momentum_30,momentum_45,momentum_60,momentum_90,momentum_120
2022-02-23,2072.6666,2115.9580999999994,2070.5760000000005,2026.8019,2069.9741999999997,0.0002907282612511893,2248.2439881643477,24.435146133475357,30.045957728292166,13.213522943841738,2277.761039452191,2182.658135,2087.555230547809,-36.152102594696316,-8.305430906058952,-27.846671688637365,37.01047095641451,2114.37958,2155.7841733333335,2171.0873566666664,2212.68868,2244.61008,2324.436088888889,2348.8439716666667,478141726183.0,39958566205.0,34004652837.5669,32871417986.06186,1.034474778422566,0.009598174841436427,0.01601725131913853,0.5992398227508522,-0.8028990265411795,0.8097053140509174,2114.37958,2155.7841733333335,2171.0873566666664,2212.68868,2244.61008,2324.436088888889,2348.8439716666667
