valuation_date,open,high,close,low,pre_close,return,psa,K_9_3,D_9_3,J_9_3,BBU_20_1.5,BBM_20_1.5,BBL_20_1.5,MACD,MACD_h,MACD_s,RSI,ma_5,ma_15,ma_30,ma_45,ma_60,ma_90,ma_120,volume_sum,volume_difference,hs300_volume_std,zz2000_volume_std,relative_volume_std,hs300_return_std,zz2000_return_std,relative_return_std,FinanceDifference,Finance,momentum_5,momentum_15,momentum_30,momentum_45,momentum_60,momentum_90,momentum_120
2025-03-26,1367.469,1380.1587,1316.205,1305.2566000000002,1359.4775999999997,-0.03183031482092812,1399.3780000000002,54.7956051526725,47.710743514332925,68.96532842935166,1345.4053452674316,1302.045295,1258.6852447325682,-16.04916390546532,10.67790906437937,-26.72707296984469,48.43448486783521,1309.50236,1296.2032466666667,1324.7301333333332,1365.4720355555555,1409.8588883333332,1427.0092277777778,1493.492205,576031207172.0,-134144878200.0,66732127897.65653,66154558361.94295,1.0087306082908694,0.00851864804914271,0.015526220183632347,0.5486620663877367,-0.5231054368859918,0.973897279088876,1309.50236,1296.2032466666667,1324.7301333333332,1365.4720355555555,1409.8588883333332,1427.0092277777778,1493.492205
