valuation_date,high,close,low,psa,K_9_3,D_9_3,J_9_3,BBU_20_1.5,BBM_20_1.5,BBL_20_1.5,MACD,MACD_h,MACD_s,RSI,ma_5,ma_15,ma_30,ma_45,ma_60,ma_90,ma_120,volume_sum,volume_difference
2017-09-14,1283.4595,1252.5607999999997,1234.1837,1343.5510347881639,22.04075434415647,24.34217506121762,17.437912910034164,1335.9805053427704,1293.0736499999998,1250.1667946572293,-3.849320391238507,-8.02219350034436,4.172873109105852,41.93392412797859,1262.7658000000001,1298.3161466666668,1287.6677166666668,1301.3464333333332,1267.4651733333333,1182.1534977777778,1055.2979725,204519507011.0,81703771293.0
