valuation_date,high,close,low,psa,K_9_3,D_9_3,J_9_3,BBU_20_1.5,BBM_20_1.5,BBL_20_1.5,MACD,MACD_h,MACD_s,RSI,ma_5,ma_15,ma_30,ma_45,ma_60,ma_90,ma_120,volume_sum,volume_difference
2022-11-02,1417.8393,1360.2759,1282.4763000000003,1232.7093999999997,30.86127114799487,23.665610860283028,45.252591723418554,1657.0240570862618,1477.7452799999999,1298.466502913738,-80.56373583928212,-11.049282442942314,-69.5144533963398,33.88257153057826,1335.73796,1426.9872866666665,1532.49174,1569.6299600000002,1590.920235,1708.7344344444443,1761.7450133333334,514319731427.0,68976759997.0
