valuation_date,high,close,low,psa,K_9_3,D_9_3,J_9_3,BBU_20_1.5,BBM_20_1.5,BBL_20_1.5,MACD,MACD_h,MACD_s,RSI,ma_5,ma_15,ma_30,ma_45,ma_60,ma_90,ma_120,volume_sum,volume_difference
2017-05-04,788.2321000000002,757.1151,723.2815,882.8262692000003,41.0389157085307,59.27164566782218,4.573455789947744,854.9328842789289,713.37913,571.8253757210712,68.67308580440147,-5.052258966768292,73.72534477116976,65.86161738684127,780.253,755.2264333333333,640.5760733333334,578.8910644444445,556.149325,506.84972444444446,469.5155008333333,145032713530.0,68939191620.0
