valuation_date,high,close,low,psa,K_9_3,D_9_3,J_9_3,BBU_20_1.5,BBM_20_1.5,BBL_20_1.5,MACD,MACD_h,MACD_s,RSI,ma_5,ma_15,ma_30,ma_45,ma_60,ma_90,ma_120,volume_sum,volume_difference
2016-12-19,377.41139999999996,353.1069000000002,344.2900999999997,602.317684,23.359866799991753,38.49023626884058,-6.900872137705903,502.8995428504635,402.10405000000003,301.30855714953657,21.661052265456306,-8.224925881177725,29.88597814663403,45.39704199966069,420.0252599999999,431.3006666666667,359.59719999999993,342.2374666666666,347.9168366666666,392.6242144444444,395.49250583333327,145558613357.0,26632774319.0
