valuation_date,high,close,low,psa,K_9_3,D_9_3,J_9_3,BBU_20_1.5,BBM_20_1.5,BBL_20_1.5,MACD,MACD_h,MACD_s,RSI,ma_5,ma_15,ma_30,ma_45,ma_60,ma_90,ma_120,volume_sum,volume_difference
2018-06-11,1797.5019999999997,1780.3159,1742.4867,1722.063124836735,68.46541755261161,66.40841483626126,72.57942298531233,1807.7131661469923,1756.179275,1704.6453838530076,5.526296608694793,5.913618276598077,-0.38732166790328515,53.72176882233911,1782.31716,1748.0373666666667,1752.44641,1744.0187844444445,1771.2147016666668,1862.8880355555557,1863.6196016666665,166456375900.0,44739473398.0
