valuation_date,high,close,low,psa,K_9_3,D_9_3,J_9_3,BBU_20_1.5,BBM_20_1.5,BBL_20_1.5,MACD,MACD_h,MACD_s,RSI,ma_5,ma_15,ma_30,ma_45,ma_60,ma_90,ma_120,volume_sum,volume_difference
2018-08-31,1694.9849,1671.9635,1632.0717000000002,1546.4184105368167,71.5040817348278,70.68738369163377,73.13747782121587,1691.140995958831,1634.890985,1578.640974041169,2.965866942650564,9.387193864679606,-6.421326922029043,54.121793989290246,1679.13714,1633.7857266666665,1652.88615,1646.7985022222222,1680.4059666666665,1703.3103233333331,1728.6162275,129047765283.0,63136020433.0
