valuation_date,high,close,low,psa,K_9_3,D_9_3,J_9_3,BBU_20_1.5,BBM_20_1.5,BBL_20_1.5,MACD,MACD_h,MACD_s,RSI,ma_5,ma_15,ma_30,ma_45,ma_60,ma_90,ma_120,volume_sum,volume_difference
2022-01-07,2242.7238000000007,2208.4405000000006,2136.4165000000003,2291.4851999999996,29.043851571074356,28.587342912746,29.95686888773107,2433.4608660926933,2307.6611000000003,2181.861333907307,-44.53392798408004,-12.279105880017568,-32.25482210406247,40.310737136446974,2212.36376,2268.7834866666667,2308.1366133333336,2333.305068888889,2387.4820683333332,2402.7569522222225,2453.763233333333,573372457964.0,91065443506.0
