valuation_date,high,close,low,psa,K_9_3,D_9_3,J_9_3,BBU_20_1.5,BBM_20_1.5,BBL_20_1.5,MACD,MACD_h,MACD_s,RSI,ma_5,ma_15,ma_30,ma_45,ma_60,ma_90,ma_120,volume_sum,volume_difference
2020-12-01,2863.1286,2825.1654,2719.5152999999996,2635.475808,72.09828258232835,67.26865783908211,81.75753206882084,2759.4107489751455,2670.37329,2581.3358310248545,68.30319303831857,7.3734366323098754,60.92975640600869,73.15301025819983,2737.26022,2686.676966666667,2601.67766,2539.6203244444446,2497.157631666667,2464.30456,2410.0271325,433489363421.0,223412665467.0
